Территория,Пол,Год,Прибыл,Выбыл,Сальдо,Статус
Камчатский край,Всего,2045,18224,17117,1107,прогноз
Камчатский край,Всего,2046,16937,18543,-1606,прогноз
Камчатский край,Всего,2047,17993,17628,365,прогноз
Камчатский край,Всего,2048,18460,17300,1160,прогноз
Камчатский край,Всего,2049,17228,18671,-1443,прогноз
Камчатский край,Всего,2050,18459,18013,446,прогноз
Камчатский край,Всего,2051,18878,17733,1145,прогноз
Камчатский край,Всего,2052,17670,19081,-1411,прогноз
Камчатский край,Всего,2053,18701,18190,511,прогноз
Камчатский край,Всего,2054,19071,17960,1111,прогноз
