Территория,Пол,Год,e0,Статус
Республика Карелия,Мужчины,2016,63.05,наблюдение
Республика Карелия,Мужчины,2017,64.11,наблюдение
Республика Карелия,Мужчины,2018,63.79,наблюдение
Республика Карелия,Мужчины,2019,64.63,наблюдение
Республика Карелия,Мужчины,2020,62.41,наблюдение
Республика Карелия,Мужчины,2021,60.76,наблюдение
Республика Карелия,Мужчины,2022,63.1,наблюдение
Республика Карелия,Мужчины,2023,63.09,наблюдение
Республика Карелия,Мужчины,2024,63.72,прогноз
Республика Карелия,Мужчины,2025,64.33,прогноз
Республика Карелия,Мужчины,2026,64.93,прогноз
Республика Карелия,Мужчины,2027,65.52,прогноз
Республика Карелия,Мужчины,2028,66.08,прогноз
Республика Карелия,Мужчины,2029,66.64,прогноз
Республика Карелия,Мужчины,2030,67.18,прогноз
Республика Карелия,Мужчины,2031,67.71,прогноз
Республика Карелия,Мужчины,2032,68.22,прогноз
Республика Карелия,Мужчины,2033,68.72,прогноз
Республика Карелия,Мужчины,2034,69.21,прогноз
Республика Карелия,Мужчины,2035,69.68,прогноз
Республика Карелия,Мужчины,2036,70.15,прогноз
Республика Карелия,Мужчины,2037,70.6,прогноз
Республика Карелия,Мужчины,2038,71.04,прогноз
Республика Карелия,Мужчины,2039,71.47,прогноз
Республика Карелия,Мужчины,2040,71.89,прогноз
Республика Карелия,Мужчины,2041,72.29,прогноз
Республика Карелия,Мужчины,2042,72.69,прогноз
Республика Карелия,Мужчины,2043,73.08,прогноз
Республика Карелия,Мужчины,2044,73.45,прогноз
Республика Карелия,Мужчины,2045,73.82,прогноз
Республика Карелия,Мужчины,2046,74.18,прогноз
Республика Карелия,Мужчины,2047,74.53,прогноз
Республика Карелия,Мужчины,2048,74.87,прогноз
Республика Карелия,Мужчины,2049,75.2,прогноз
Республика Карелия,Мужчины,2050,75.53,прогноз
Республика Карелия,Мужчины,2051,75.84,прогноз
Республика Карелия,Мужчины,2052,76.15,прогноз
Республика Карелия,Мужчины,2053,76.45,прогноз
Республика Карелия,Мужчины,2054,76.74,прогноз
Республика Карелия,Мужчины,2055,77.03,прогноз
Республика Карелия,Мужчины,2056,77.3,прогноз
Республика Карелия,Мужчины,2057,77.57,прогноз
Республика Карелия,Мужчины,2058,77.84,прогноз
Республика Карелия,Мужчины,2059,78.1,прогноз
Республика Карелия,Мужчины,2060,78.35,прогноз
Республика Карелия,Мужчины,2061,78.59,прогноз
Республика Карелия,Мужчины,2062,78.83,прогноз
